image,caption
00251.png,"""The image displays a 'P' type passport from the Islamic Republic of Pakistan, designated with the country code 'PAK'. The passport, number QZ1791293, is assigned to Waqas Ali, born on October 11, 1982, in Rawalpindi, Pakistan. Muhammad Shafiq is noted as his father. Issued on May 24, 2017, this passport is valid until May 23, 2027. The citizenship identification for Waqas Ali is 37406-4123129-9. The Pakistani authorities issued the passport, which is tracked by the number 61101011920 and is identified by the booklet number U0058038."","
00252.png,"""The image shows a Type 'P' passport from the Islamic Republic of Pakistan, with the country code 'PAK'. The passport number is DB4124221. It belongs to Adnan Khan, who holds Pakistani nationality and was born on the 1st of January, 1989, in Peshawar, Pakistan. The name of his father is Zar Khitab. The passport was issued on the 2nd of November, 2011, and expired on the 31st of October, 2016. Adnan Khan's citizenship number is 17301-3226422-5. The issuing authority is Pakistan, and the passport includes a tracking number 10801807687, and the booklet number is B5361242."","
00253.png,"""The document depicted in the image is a Type 'P' passport from the Islamic Republic of Pakistan, with the country code 'PAK'. The passport number is AE1801393. It has been issued to Muhammad Aslam, who is a Pakistani national born on the 7th of November, 1976, in Lahore, Pakistan. His father's name is Muhammad Anwar Ali Bhatti. The passport was issued on the 8th of September, 2014, and reached its expiry date on the 7th of September, 2019. The citizenship number for Muhammad Aslam is 35202-4160139-3. The issuing authority is Pakistan, denoted by the tracking number 1021296333, and the booklet number is CS301012."","
00254.png,"""The passport in the image is a Type 'P' passport from the Islamic Republic of Pakistan, with the country code 'PAK'. The passport number is GF6801021. It is issued to Muhammad Arif Agha, a Pakistani national born in 1963 in Karachi, Pakistan. The passport was issued on the 10th of July, 2014, and it states 'LIFE TIME' under the date of expiry, which implies it is a life-time valid passport. His father's name is Syed Niaz Agha. The citizenship number is 42201-5292460-5. The issuing authority is Pakistan, with a tracking number of 13701062918, and the booklet number is C5064698."","
00255.png,"""The passport shown in the image is a Type 'P' passport from the Islamic Republic of Pakistan, featuring the country code 'PAK'. The passport number is SD6900332. The holder is Fizza Hussain, a Pakistani national, born on the 28th of December, 1991. The place of birth is listed as Mansehra, Pakistan. Her father's name is Syed Zafar Hussain. The passport was issued on the 13th of February, 2019, and is due to expire on the 13th of February, 2024. The citizenship number is 13504-6280033-6. The issuing authority is Pakistan, with a tracking number of 10101880058, and the booklet number is F4489499."","
00256.png,"""The image depicts a Type 'P' passport issued by the Islamic Republic of Pakistan, identified with the country code 'PAK'. The document, with passport number CA6805951, belongs to Muhammad Yasin, a Pakistani citizen born on March 3, 1988, in Vehari, Pakistan. His father is listed as Muhammad Ishaq. This passport was issued on November 26, 2010, and reached its expiration on November 25, 2015. The citizenship identification number for Muhammad Yasin is 36603-0646595-3. Issued by the Pakistani authorities, the passport carries a tracking number of 11801469909 and a booklet number of B2420277."","
00257.png,"""The image features a Type 'P' passport issued by the Islamic Republic of Pakistan, designated with the country code 'PAK'. The passport, number CS1859982, is assigned to Fouzia Azeem, a Pakistani citizen born on March 1, 1990, in Dera Ghazi Khan, Pakistan. Her father is Muhammad Azeem. Issued on June 1, 2012, this passport expired on May 31, 2017. Fouzia Azeem's citizenship number is listed as 36302-7966998-2. The document was issued by Pakistani authorities, marked with a tracking number of 10101398573 and a booklet number B7282004. The machine-readable zone at the passport's bottom includes all pertinent details for electronic scanning and verification."","
00258.png,"""The image displays a Type 'P' passport from the Islamic Republic of Pakistan, labeled with the country code 'PAK'. The passport, with the number AD3992043, is issued to Nigel Brian Rambellow, who is identified as a Pakistani national born on November 19, 1990, in Rawalpindi, Pakistan. His father is named Gilbert Tahir. The document's issuance date is October 3, 2014, with an expiry date of October 2, 2019. The citizenship ID for Nigel Brian Rambellow is 37405-5224024-9. This passport was issued by the Pakistani authorities, which is indicated by the tracking number 11902050780 and the booklet number C5581469."","
00259.png,"""The passport shown in the image is a Type 'P' passport from the Islamic Republic of Pakistan, with the country code 'PAK'. The passport number is CM9897833. It is issued to Syed Agha Raza, a Pakistani national born on the 1st of January, 1993, in Quetta, Pakistan. His father's name is Amir Shah. The passport was issued on the 1st of April, 2016, and it is set to expire on the 1st of April, 2026. The citizenship number is 54400-2884783-5. The issuing authority is Pakistan, with a tracking number of 20101858565, and the booklet number is E2380057. The machine-readable zone at the bottom of the passport includes all this information encoded for electronic scanning and verification."","
00260.png,"""The passport depicted in the image is a Type 'P' passport from the Islamic Republic of Pakistan, with the country code 'PAK'. The passport number is BM42421942. The document is issued to an individual with the surname Dashti and the given name Nihad. The nationality stated is Pakistani, and the date of birth is 19th December 1969. The place of birth is listed as Faisalabad, Pakistan. The father's name is Abdul Dashti. This passport was issued on the 11th of June 2009, and expired on the 10th of June 2014. The citizenship number is 22300-0695694-0. The issuing authority is Pakistan, with a tracking number of 1198559877, and the booklet number is A7379900."","
00261.png,"""The document is a passport from the Islamic Republic of Pakistan. It is of type 'P' for passport, with the number VN6901761. The bearer's surname is Hussain, and his given names are Sadam. He holds Pakistani nationality and was born on the 5th of March, 1993. The sex indicated is male, and the place of birth is listed as Jhang, Pakistan. His father's name is Muhammad Anwar. The passport was issued on the 31st of January, 2018, and it expired on the 30th of January, 2023. The citizenship number provided is 33202-3893176-7. The issuing authority is the government of Pakistan, with a tracking number of 14501170766 and a booklet number F0054167."","
00262.png,"""The image depicts a Type 'P' passport from the Islamic Republic of Pakistan, marked with the country code 'PAK'. Passport number BM1799983 is issued to Muhammad Anwar, a Pakistani citizen born on January 1, 1964, in Karachi, Pakistan. His father is Haji Abdul Majeed. The issuance date of the passport is April 18, 2016, with an expiration date of April 17, 2026. Muhammad Anwar's citizenship identification number is 42301-2438998-7. The document's issuing authority is Pakistan, noted by the tracking number 26101000485 and booklet number U004855. The machine-readable zone at the bottom captures all the provided details for electronic scanning and verification."","
